5289,09-23,MarathonOasisdeMontreal,MARATHON,04:13:00,F35-39
5289,05-27,OttawaRaceWeekend,HALFMARATHON,01:53:40,F35-39
5289,05-27,OttawaRaceWeekend,HALFMARATHON,01:53:40,F35-39
5289,05-06,DéficourseetmarcheDesjardinsSainteThérèse,10KM,00:51:13,F30-39
5289,04-29,BanqueScotia21kmet5km,"21,1KM",01:58:31,F35-39

5290,09-23,Marathon Oasis de Montreal,Marathon,04:27:26,M25-29

5291,09-23,MarathonOasisdeMontreal,MARATHON,03:21:05,M45-49
5291,09-22,DefiVeloMag,105KM,03:48:46,M40-49
5291,08-12,GranfondoGarneau-Cascades,110KM,03:04:06,M31-40

5292,09-23,MarathonOasisdeMontreal,10KM,00:56:44,M40-44

5293,09-23,Marathon Oasis de Montreal,Marathon,03:16:09,M40-44

5295,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,04:01:43,M20-24
5295,09-23,MarathonOasisdeMontreal,MARATHON,03:04:23,M18-24
5295,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:14:38,M18-29

5297,09-23,Marathon Oasis de Montreal,Marathon,04:31:51,M30-34

5300,09-09,Demi-MarathonGranby,10KMCOURSE,00:49:00,F30-39
5300,06-17,TourduLacBrome,20KMROUTE,01:42:53,F30-39
5300,05-20,DesChenesToi,10KM,00:52:30,F18+
5300,05-20,DesChenesToi,1KM,00:06:44,F18+
5300,05-06,DemiMarathonInternationaldeQuebec,DEMIMARATHON,01:56:17,F30-39

5311,09-23,MarathonOasisdeMontreal,MARATHON,04:04:12,M50-54

5313,09-23,MarathonOasisdeMontreal,MARATHON,04:28:42,M45-49
5313,05-26,DefiPhysioExtradeTerrebonne,10KM,00:57:15,M40-49

5314,09-23,Marathon Oasis de Montreal,Marathon,04:41:18,F18-24

5315,04-29,BanqueScotia21kmet5km,"21,1KM",01:41:49,M40-44

5319,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:41:37,F40-44

5323,09-23,MarathonOasisdeMontreal,MARATHON,04:00:33,F35-39
5323,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:54:55,F30-39
5323,06-17,TourduLacBrome,20KMROUTE,01:44:51,F30-39
5323,05-27,OttawaRaceWeekend,HALFMARATHON,01:52:58,F30-34

5324,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:33:19,F45-49

5325,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:29:02,M45-49

5331,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:42:35,M30-34
5331,06-09,Triathlon/DuathlonMont-Tremblant,DUATHLONSPRINT,01:20:08,M30-39
5331,04-29,CoursePrintaniereOka,10KM,00:53:43,M30-39

5337,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,03:25:09,M30-39

5344,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:59:57,M40-49
5344,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:47:20,M40-49

5350,09-23,ArmyRun/CoursedelArmee,HALFMARATHON,03:08:13,F50-59
5350,04-29,BanqueScotia21kmet5km,"21,1KM",03:16:10,F55-59

5357,04-22,CourseSaint-Laurent,10KM,00:54:49,M30-39

5359,09-23,MarathonOasisdeMontreal,MARATHON,03:51:03,M25-29

5366,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:55:48,M40-44
5366,05-27,OttawaRaceWeekend,HALFMARATHON,01:55:14,M40-44

5368,09-23,MarathonOasisdeMontreal,MARATHON,04:04:22,M50-54
5368,05-27,OttawaRaceWeekend,MARATHON,04:32:08,M45-49

5373,09-23,Marathon Oasis de Montreal,Marathon,04:12:55,M35-39

5374,09-09,Demi-MarathonGranby,DEMIMARATHON,01:47:56,M20-29

5379,09-23,Marathon Oasis de Montreal,Marathon,03:19:52,M35-39

5387,09-23,MarathonOasisdeMontreal,MARATHON,03:29:01,M35-39
5387,06-17,TourduLacBrome,20KMROUTE,01:28:55,M40-49
5387,05-06,CourseduFortdeChambly,10KM,00:41:19,M40-49

5389,11-04,OkaRoadRace,5KCOURSE,00:28:17,F30-39
5389,09-23,MarathonOasisdeMontreal,MARATHON,04:18:18,F35-39

5391,08-26,TriathlondeValleyfield,TRIATHLONSPRINT,01:25:06,F35-39
5391,07-14,TriathlonSt-Lambert,TRIATHLONSPRINT,01:17:56,F35-39
5391,05-06,DéficourseetmarcheDesjardinsSainteThérèse,5KM,00:22:50,F30-39

5397,09-23,MarathonOasisdeMontreal,MARATHON,04:11:58,M35-39

5403,09-23,MarathonOasisdeMontreal,MARATHON,03:24:36,M30-34

5404,10-07,LeCrossDesCouleurs,8KM,00:40:13,M30-39
5404,09-23,MarathonOasisdeMontreal,MARATHON,03:56:30,M35-39
5404,08-05,DéfiBoréalSainte-Anne-de-Bellevue,20KM,01:49:15,M30-39
5404,07-14,Demi-MarathonMarcelJobin,21KM,01:50:12,M30-39
5404,06-10,LaGrandeVireedesSentiersSt-Bruno,20KM,01:41:04,M30-39

5408,09-23,MarathonOasisdeMontreal,MARATHON,04:13:54,F30-34

5409,08-12,Demi-MarathonduMont-Tremblant,10KM,00:42:31,M20-29

5410,09-23,Marathon Oasis de Montreal,Marathon,04:21:12,M35-39

5422,11-04,OkaRoadRace,10KCOURSE,01:06:35,M30-39
5422,05-26,OttawaRaceWeekend,10KM,01:02:22,M35-39

5423,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:44:18,M35-39

5429,09-23,MarathonOasisdeMontreal,MARATHON,04:37:38,F50-54

5434,09-23,MarathonOasisdeMontreal,MARATHON,03:31:35,M18-24

5438,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,04:40:40,F40-44
5438,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:57:56,F40-44
5438,08-05,DéfiBoréalSainte-Anne-de-Bellevue,20KM,02:06:30,F40-49
5438,04-29,BanqueScotia21kmet5km,"21,1KM",02:05:16,F40-44

5440,09-23,MarathonOasisdeMontreal,MARATHON,04:06:55,F40-44

5442,09-23,Marathon Oasis de Montreal,Marathon,04:41:39,F30-34

5444,09-23,MarathonOasisdeMontreal,MARATHON,04:27:04,M45-49

5445,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:25:32,M45-49
5445,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:58:00,M40-49
5445,02-19,DéfiHivernalIleBizard,10KM,01:01:39,M40-49

5446,09-23,Marathon Oasis de Montreal,Marathon,02:39:30,M18-24

5452,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:33:58,M35-39

5462,09-23,MarathonOasisdeMontreal,MARATHON,04:04:54,M35-39

5468,08-19,IronmanMont-Tremblant,OVERALL,11:42:10,M40-44
5468,06-09,Triathlon/DuathlonMont-Tremblant,TRIATHLONOLYMPIQUE,02:35:09,M40-44
5468,05-27,OttawaRaceWeekend,MARATHON,03:26:21,M40-44

5473,09-23,MarathonOasisdeMontreal,10KM,00:53:52,F35-39

5479,05-20,LeTourdelaPointe,10KM,00:55:09,F30-39

5481,09-23,Marathon Oasis de Montreal,Marathon,03:28:58,F25-29

5482,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:16:32,F40-49

5483,09-16,LaGrandeVadrouille,10KM,00:53:25,M40-49
5483,08-05,DéfiBoréalSainte-Anne-de-Bellevue,10KM,01:04:11,M40-49

5488,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,04:24:53,M30-34
5488,09-23,MarathonOasisdeMontreal,MARATHON,03:56:40,M30-34
5488,06-24,IronmanMont-Tremblant70.3,OVERALL70.3,05:51:55,M30-34

5489,09-23,Marathon Oasis de Montreal,Marathon,04:33:56,F35-39

5490,09-23,MarathonOasisdeMontreal,MARATHON,03:29:48,M45-49

5494,09-23,MarathonOasisdeMontreal,MARATHON,04:35:52,F25-29

5496,09-23,MarathonOasisdeMontreal,MARATHON,04:42:44,F25-29
5496,06-17,DescenteRoyale,10KM,00:58:53,F30-39
5496,05-06,DemiMarathonInternationaldeQuebec,DEMIMARATHON,02:02:57,F30-39
5496,02-18,DemiMarathonHypothermique,DEMIMARATHON,02:21:16,F20-29

5498,05-06,"GoodlifeTorontoMarathon,HalfMarathon,and5k",MARATHON,02:47:02,M40-44
5498,03-04,ChillyHalfMarathon&Frosty5km,HALFMARATHON,01:21:45,M40-44

5500,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,03:09:51,M35-39
5500,09-23,MarathonOasisdeMontreal,MARATHON,02:54:58,M35-39
5500,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:28:58,M30-39
5500,05-27,OttawaRaceWeekend,MARATHON,02:58:08,M35-39

5506,09-23,Marathon Oasis de Montreal,Marathon,-1,F35-39

5508,09-23,MarathonOasisdeMontreal,MARATHON,03:25:48,M35-39
5508,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:37:31,M30-39
5508,06-03,TriathlondeJoliette,SPRINTTRIATHLON,01:13:09,M35-39
5508,04-29,BanqueScotia21kmet5km,"21,1KM",01:33:02,M35-39

5509,09-23,MarathonOasisdeMontreal,MARATHON,03:44:16,M45-49
5509,06-17,TourduLacBrome,20KMROUTE,01:42:59,M40-49
5509,04-29,BanqueScotia21kmet5km,"21,1KM",01:47:45,M45-49

5510,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:05:27,M30-34

5513,09-23,Marathon Oasis de Montreal,Marathon,03:40:07,M45-49

5529,10-14,ScotiabankTorontoWaterfrontMarathon,HALFMARATHON,02:09:04,F35-39
5529,06-10,RunWalk4PatrickFamilyFest,10KM,00:56:18,F35-39

5547,10-21,NiagaraFallsInternationalMarathon,MARATHON,03:56:44,M40-44
5547,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:42:25,M40-44

5550,09-23,Marathon Oasis de Montreal,Marathon,04:13:04,M25-29

5559,09-23,MarathonOasisdeMontreal,MARATHON,04:11:52,M50-54

5560,09-09,Demi-MarathonGranby,10KMCOURSE,00:45:15,M30-39
5560,06-17,TourduLacBrome,10KMROUTE,00:46:07,M30-39
5560,06-10,LaGrandeVireedesSentiersSt-Bruno,10KM,00:46:33,M30-39

5561,09-23,Marathon Oasis de Montreal,Marathon,04:27:39,M25-29

5563,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:38:18,M40-44

5571,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:07:12,M30-39

5572,09-30,Ironman70.3PoconoMountains,OVERALLRESULTS,06:30:22,M50-54

5573,09-23,MarathonOasisdeMontreal,MARATHON,03:47:15,M40-44

5574,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:31:36,M40-44
5574,07-22,TriathlonTrimemphredeMagog,TRIATHLONOLYMPIQUE,02:37:33,M40-44
5574,04-29,BanqueScotia21kmet5km,"21,1KM",01:30:42,M40-44
5574,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:40:38,M40-49

5580,10-14,ClassiqueDuParcLaFontaine,10KM,00:42:46,M40-49
5580,09-23,MarathonOasisdeMontreal,MARATHON,03:50:28,M40-44
5580,07-01,CanadaDay5K,CANADADAY5K,00:21:09,M40-44
5580,06-16,TourduLacBrome,"22,2KMCHEMINDECAMPAGNE",01:59:54,M40-49

5581,05-27,OttawaRaceWeekend,MARATHON,04:28:24,M45-49
5581,04-29,BanqueScotia21kmet5km,"21,1KM",01:52:10,M45-49
5581,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:51:30,M40-49

5585,09-23,MarathonOasisdeMontreal,MARATHON,03:19:35,M40-44
5585,04-29,BanqueScotia21kmet5km,"21,1KM",01:38:29,M40-44

5591,09-23,MarathonOasisdeMontreal,MARATHON,04:03:31,F35-39
5591,05-13,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:46:21,F30-39

5595,09-23,MarathonOasisdeMontreal,10KM,01:42:27,F35-39

5605,09-23,MarathonOasisdeMontreal,10KM,00:56:35,F30-34

5607,10-14,ScotiabankTorontoWaterfrontMarathon,HALFMARATHON,02:29:53,F25-29
5607,08-25,TorontoWomens10K&5K,10KM,01:01:55,F25-29
5607,06-03,BreadandHoneyRaces,15KM,01:40:56,F25-29
5607,05-06,MississaugaMarathonRaces,HALFMARATHON,02:30:09,F20-29
5607,04-22,TorontoYongeStreet10K,10KM,01:07:22,F25-29

5608,04-22,CourseSaint-Laurent,5KM,00:28:50,M40-49

5609,12-09,HonoluluMarathon,MARATHON,05:20:13,F55-59

5615,09-23,MarathonOasisdeMontreal,MARATHON,03:42:14,M18-24

5618,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:19:54,M40-44

5619,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:52:27,M55-59

5623,09-23,Marathon Oasis de Montreal,Marathon,03:09:18,M45-49

5624,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:46:18,M50-54

5628,09-23,MarathonOasisdeMontreal,10KM,00:49:37,M45-49
5628,07-22,CoupeDix302012,10KM,00:51:40,M40-49
5628,05-26,OttawaRaceWeekend,10KM,00:57:48,M45-49

5630,09-23,Marathon Oasis de Montreal,Marathon,04:17:58,M18-24

5632,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,03:46:59,M40-49
5632,05-27,OttawaRaceWeekend,MARATHON,03:40:21,M40-44
5632,05-20,CoupeDix302012,10KM,00:47:16,M40-49
5632,05-12,CoursedelaFondationhopitalSaintJerome,"21,1KM",01:43:07,M40-49

5635,05-06,DéficourseetmarcheDesjardinsSainteThérèse,10KM,00:51:51,M20-29

5644,11-04,OkaRoadRace,DEMI-MARATHON,01:51:42,M50-59
5644,09-09,Demi-MarathonGranby,DEMIMARATHON,01:50:07,M50-59
5644,06-17,TourduLacBrome,CHALLENGEMARATHON,04:01:40,M50-59
5644,06-17,TourduLacBrome,20KMROUTE,01:55:46,M50-59
5644,06-16,TourduLacBrome,"22,2KMCHEMINDECAMPAGNE",02:05:55,M50-59
5644,05-27,OttawaRaceWeekend,MARATHON,03:56:30,M50-54

5649,09-23,MarathonOasisdeMontreal,MARATHON,04:08:03,M40-44
5649,06-02,Coursedesiles,5KM,00:30:46,M40-49
5649,04-29,BanqueScotia21kmet5km,"21,1KM",01:47:27,M40-44

5651,02-26,Morin-HeightsVikingLoppet,JACKWAHLBERG20KMCLASSIQUE,01:54:25,M40-49

5653,10-21,NiagaraFallsInternationalMarathon,MARATHON,03:58:24,M35-39
5653,09-23,MarathonOasisdeMontreal,MARATHON,03:45:48,M35-39

5658,09-23,MarathonOasisdeMontreal,MARATHON,03:54:45,F18-24

5659,10-07,DemimarathondescouleursdeBecancour,DEMIMARATHON,01:52:56,M40-49

5663,04-29,BanqueScotia21kmet5km,"21,1KM",01:40:20,M35-39

5666,11-04,OkaRoadRace,DEMI-MARATHON,01:55:24,M30-39

5667,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:41:21,F18-24
5667,07-08,CoupeDix302012,10KM,00:47:02,F19-
5667,04-29,BanqueScotia21kmet5km,"21,1KM",01:46:19,F15-19

5670,08-26,MarathondesDeuxRivesLévis-Québec,10KM,00:46:01,M30-39
5670,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:49:04,M30-39
5670,05-06,DemiMarathonInternationaldeQuebec,10KM,-1,M30-39

5671,09-23,MarathonOasisdeMontreal,MARATHON,03:51:26,M25-29
5671,08-05,DéfiBoréalSainte-Anne-de-Bellevue,20KM,01:46:04,M20-29
5671,05-12,CoursedelaFondationhopitalSaintJerome,5KM,00:21:11,M20-29

5673,09-23,MarathonOasisdeMontreal,10KM,01:01:05,F25-29

5674,09-01,CanadianIron226TriathlonDuathlonandRelays,THECANADIANOLYMPICTRIATHLON,03:26:05,F30-34
5674,05-27,OttawaRaceWeekend,HALFMARATHON,02:08:52,F30-34

5676,09-23,Marathon Oasis de Montreal,Marathon,03:25:31,M50-54

5681,09-23,Marathon Oasis de Montreal,Marathon,04:17:56,F18-24

5682,05-27,OttawaRaceWeekend,HALFMARATHON,01:42:05,M35-39

5686,09-23,MarathonOasisdeMontreal,MARATHON,03:58:55,M30-34

5692,05-27,TorontoWomen'sHalfMarathon&5K,HALFMARATHON,01:54:45,F50-54

5693,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:44:36,M35-39

5694,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:49:52,M45-49

5697,09-23,MarathonOasisdeMontreal,MARATHON,05:04:20,M65-69

5699,09-01,CanadianIron226TriathlonDuathlonandRelays,THECANADIANOLYMPICTRIATHLON,03:09:43,M35-39
5699,08-05,K-TownTriathlonandDuathlon,SHORTCOURSEDUATHLON,-1,M35-39
5699,07-07,TriathlondeGatineau,TRIATHLONOLYMPIQUE,02:57:03,M30-39
5699,06-09,OttawaRiverTriathlon&Duathlon,SPRINTTRIATHLON,01:15:44,M35-39
5699,02-19,GatineauLoppet-Keskinada,31KMPATIN/SKATE,01:37:39,M35-39
5699,02-04,WinterludeTriathlonBaldeNeige,TRIATHLON,01:28:44,M30-39

5705,05-06,"GoodlifeTorontoMarathon,HalfMarathon,and5k",MARATHON,03:45:19,F45-49
5705,03-04,ChillyHalfMarathon&Frosty5km,HALFMARATHON,01:45:37,F45-49

5706,09-23,Marathon Oasis de Montreal,Marathon,03:59:29,M35-39

5722,09-23,MarathonOasisdeMontreal,MARATHON,04:29:25,M55-59

5728,09-23,MarathonOasisdeMontreal,MARATHON,03:29:27,M30-34
5728,05-27,OttawaRaceWeekend,MARATHON,03:38:01,M30-34

5729,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:50:45,M45-49

5730,09-23,MarathonOasisdeMontreal,MARATHON,03:26:22,M50-54
5730,08-05,TriathlonSte-Agathe,TRIATHLON,01:51:34,M50-54
5730,07-22,TriathlonTrimemphredeMagog,TRIATHLONLONGUEDISTANCE,05:51:31,M50-54
5730,06-24,IronmanMont-Tremblant70.3,OVERALL70.3,05:28:47,M50-54
5730,06-16,TriathlonLacBeauport,TRIATHLON,01:44:56,M50-54
5730,06-09,Triathlon/DuathlonMont-Tremblant,DUATHLONOLYMPIQUE,02:27:25,M50-59
5730,05-27,OttawaRaceWeekend,HALFMARATHON,01:31:08,M50-54
5730,04-29,CoursePrintaniereOka,"21,1KM",01:31:28,M50-59
5730,02-18,DemiMarathonHypothermique,DEMIMARATHON,01:41:25,M40-49

5733,09-23,Marathon Oasis de Montreal,Marathon,04:34:46,M40-44

5734,09-23,MarathonOasisdeMontreal,MARATHON,04:12:32,M30-34

5735,09-23,MarathonOasisdeMontreal,MARATHON,03:30:46,M30-34

5740,09-23,MarathonOasisdeMontreal,MARATHON,03:46:39,M30-34
5740,06-17,TourduLacBrome,20KMROUTE,01:42:25,M30-39

5744,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:17:55,M50-54

5746,09-23,MarathonOasisdeMontreal,10KM,00:50:01,M50-54

5750,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:58:50,M35-39
5750,06-16,TourduLacBrome,9KMTRAIL,01:01:15,M30-39

5753,09-23,MarathonOasisdeMontreal,MARATHON,04:15:31,F55-59

5754,09-23,Marathon Oasis de Montreal,Marathon,03:55:50,M40-44

5756,09-23,MarathonOasisdeMontreal,MARATHON,04:03:10,F40-44

5760,09-23,MarathonOasisdeMontreal,MARATHON,05:08:06,M18-24
5760,04-29,CoursePrintaniereOka,10KM,00:43:46,M19-

5768,05-27,OttawaRaceWeekend,MARATHON,03:14:03,M30-34

5770,07-22,CoupeDix302012,10KM,00:38:15,F20-29
5770,06-24,CoupeDix302012,10KM,00:38:47,F20-29
5770,05-20,CoupeDix302012,10KM,00:39:52,F20-29

5771,08-05,DéfiBoréalSainte-Anne-de-Bellevue,20KM,02:15:11,M30-39
5771,04-29,BanqueScotia21kmet5km,"21,1KM",02:00:00,M35-39

5775,09-23,MarathonOasisdeMontreal,MARATHON,04:52:13,F50-54

5780,09-23,MarathonOasisdeMontreal,MARATHON,03:31:06,M35-39
5780,06-17,TourduLacBrome,20KMROUTE,01:32:53,M30-39
5780,06-10,LaGrandeVireedesSentiersSt-Bruno,20KM,01:31:57,M30-39

5783,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,03:58:19,M60-64

5785,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:44:30,M30-34
5785,05-13,DefiGerardCotedeSt-Hyacinthe,15KM,01:13:27,M30-39

5786,09-23,MarathonOasisdeMontreal,MARATHON,03:57:12,M45-49

5787,09-23,Marathon Oasis de Montreal,Marathon,04:01:39,F55-59

5790,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:45:17,M40-44
5790,06-30,DemiMarathondeSherbrooke,DEMIMARATHON,01:57:42,M40-49

5795,09-23,Marathon Oasis de Montreal,Marathon,04:21:05,M35-39

5796,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:13:55,F25-29

5798,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:19:43,M40-44
5798,06-17,TourduLacBrome,10KMROUTE,01:04:12,M40-49

5799,09-23,Marathon Oasis de Montreal,Marathon,04:10:22,F18-24

5806,02-18,DemiMarathonHypothermique,DEMIMARATHON,01:45:02,M40-49

5809,09-23,MarathonOasisdeMontreal,MARATHON,03:51:11,M40-44
5809,06-17,TourduLacBrome,20KMROUTE,01:34:16,M40-49
5809,04-29,BanqueScotia21kmet5km,"21,1KM",01:39:04,M35-39

5810,09-23,MarathonOasisdeMontreal,MARATHON,03:39:15,M30-34

5811,10-07,DemimarathondescouleursdeBecancour,DEMIMARATHON,01:39:28,M20-29

5812,09-23,MarathonOasisdeMontreal,MARATHON,04:14:37,M18-24
5812,02-19,WintermanMarathonandMarathonRelays,HALFMARATHON,01:50:11,M20-24

5813,09-23,Marathon Oasis de Montreal,Marathon,04:00:16,M18-24

5814,09-23,MarathonOasisdeMontreal,MARATHON,02:52:39,M40-44
5814,03-17,TourduMont-Valin,45KMSTYLELIBRE,02:19:41,M40-49
5814,02-18,GatineauLoppet-Keskinada,16KMCLASSIQUE,00:56:40,M40-44
5814,01-29,LeNorvegien-CoupedesmaitresJour2,JOUR2-22KMPATIN/STYLELIBRE,01:18:16,M40-49
5814,01-29,LeNorvegien-CoupedesmaitresJour2,COUPEDESMAITRES-POURSUITEFINALE,02:32:07,M40-49
5814,01-28,LeNorvegien-CoupedesMaitresJour1,JOUR1-20KMCLASSIQUE,01:13:52,M40-49

5816,09-23,MarathonOasisdeMontreal,MARATHON,03:13:04,M35-39
5816,04-29,BanqueScotia21kmet5km,5KM,00:19:36,M35-39

5820,06-17,TourduLacBrome,20KMROUTE,01:42:22,M50-59

5821,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:45:32,M55-59

5822,06-30,DemiMarathondeSherbrooke,5KM,00:22:53,M40-49
5822,05-26,OttawaRaceWeekend,5KM,00:22:39,M40-44

5827,09-23,MarathonOasisdeMontreal,MARATHON,03:52:11,M18-24

5833,06-16,TourduLacBrome,9KMTRAIL,01:00:32,M40-49
5833,04-29,BanqueScotia21kmet5km,5KM,00:30:32,M45-49

5835,09-23,MarathonOasisdeMontreal,MARATHON,03:46:49,M40-44
5835,06-10,LaGrandeVireedesSentiersSt-Bruno,20KM,01:36:23,M40-49
5835,04-29,BanqueScotia21kmet5km,"21,1KM",01:43:05,M40-44

5836,11-04,OkaRoadRace,DEMI-MARATHON,01:37:09,M40-49
5836,10-07,DemimarathondescouleursdeBecancour,5KM,00:27:30,M40-49
5836,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:41:56,M40-44
5836,08-05,DéfiBoréalSainte-Anne-de-Bellevue,20KM,01:44:03,M40-49
5836,06-17,DescenteRoyale,10KM,00:45:03,M40-49

5842,09-23,MarathonOasisdeMontreal,MARATHON,03:06:55,M35-39
5842,08-26,MarathondesDeuxRivesLévis-Québec,10KM,00:38:45,M30-39
5842,05-27,OttawaRaceWeekend,MARATHON,-1,M35-39
5842,04-29,BanqueScotia21kmet5km,"21,1KM",01:25:31,M35-39

5850,09-23,MarathonOasisdeMontreal,MARATHON,02:51:00,M40-44
5850,06-24,CoupeDix302012,5KM,00:17:55,M40-49

5851,11-04,OkaRoadRace,DEMI-MARATHON,01:32:57,M30-39
5851,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:31:37,M35-39
5851,05-27,OttawaRaceWeekend,MARATHON,03:32:06,M35-39
5851,05-12,LeChallengeIRCM-Courirpourlavie,5KM,00:20:03,M30-39
5851,04-29,BanqueScotia21kmet5km,"21,1KM",01:33:19,M35-39
5851,02-18,DemiMarathonHypothermique,DEMIMARATHON,01:47:34,M30-39

5854,09-23,MarathonOasisdeMontreal,MARATHON,04:24:33,F35-39

5856,09-23,MarathonOasisdeMontreal,MARATHON,04:24:36,F35-39

5860,09-23,MarathonOasisdeMontreal,MARATHON,04:17:22,M25-29

5861,10-14,TheCountyMarathon,MARATHON,03:51:30,M40-49
5861,09-23,ArmyRun/CoursedelArmee,HALFMARATHON,01:38:23,M40-49
5861,05-27,OttawaRaceWeekend,MARATHON,03:42:28,M45-49

5864,09-23,MarathonOasisdeMontreal,MARATHON,03:43:33,F35-39

5868,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,03:40:50,M30-34
5868,05-06,"GoodlifeTorontoMarathon,HalfMarathon,and5k",MARATHON,03:24:53,M30-34

5872,06-10,LaGrandeVireedesSentiersSt-Bruno,10KM,00:53:11,F20-29
5872,05-27,OttawaRaceWeekend,HALFMARATHON,01:57:32,F25-29

5876,05-27,OttawaRaceWeekend,MARATHON,04:27:38,M50-54

5877,09-23,Marathon Oasis de Montreal,Marathon,04:06:52,F30-34

5880,09-23,MarathonOasisdeMontreal,MARATHON,03:33:03,M40-44

5881,06-10,LaGrandeVireedesSentiersSt-Bruno,20KM,01:46:09,M30-39

5884,04-29,BanqueScotia21kmet5km,"21,1KM",01:52:27,M25-29

5885,04-29,BanqueScotia21kmet5km,"21,1KM",01:55:09,F25-29

5889,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:31:46,M40-44

5891,09-23,MarathonOasisdeMontreal,MARATHON,03:49:19,M18-24

5899,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,04:32:33,M45-49
5899,09-23,MarathonOasisdeMontreal,MARATHON,04:08:39,M45-49
5899,08-18,AMidSummerNightsRun,30KMRACE,02:52:02,M40-49
5899,05-13,SportingLife10K,10KM,00:48:11,M45-49
5899,05-06,"GoodlifeTorontoMarathon,HalfMarathon,and5k",MARATHON,04:01:27,M45-49
5899,03-25,AroundtheBayRoadRaces,30KM,02:43:30,M45-49

5900,09-22,OasisZooRun10kRun5kRun,10KM,01:29:00,M45-49
5900,04-22,TorontoYongeStreet10K,10KM,01:04:38,M45-49
5900,04-07,Harry'sSpringRunOff,5KM,00:31:40,M45-49

5901,09-23,MarathonOasisdeMontreal,MARATHON,04:17:46,M40-44
5901,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,05:18:14,M40-49
5901,05-27,OttawaRaceWeekend,MARATHON,04:33:07,M40-44

5906,09-23,MarathonOasisdeMontreal,MARATHON,03:34:51,M40-44
5906,06-10,LaGrandeVireedesSentiersSt-Bruno,10KM,00:42:43,M40-49
5906,02-18,DemiMarathonHypothermique,DEMIMARATHON,-1,M40-49

5909,09-09,Demi-MarathonGranby,DEMIMARATHON,01:46:23,M40-49
